@RELATION model
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {not_sick,sick}

@DATA
0.220495,0.004480,3.018086,0.278218,0.229032,1.528213,0.003005,0.387269,-29.093516,1.178687,0.104316,0.103625,-0.631155,0.169917,-0.160863,0.021888,-0.100169,-0.359022,-0.136375,-0.106445,-0.054645,0.011578,0.009979,0.013696,0.019620,0.016437,0.009602,0.010165,0.001851,0.005054,0.007153,0.007617,0.005213,0.009933,0.000281,-0.000002,0.001241,-0.000195,-0.000352,0.004869,0.000015,-0.001080,-0.023528,-0.003638,0.002874,0.001232,-0.001711,-0.000776,-0.001217,0.001714,0.005615,0.001424,-0.000993,-0.002540,-0.002046,-0.000029,0.000006,0.000086,-0.000237,-0.000423,-0.000054,-0.000037,0.000009,-0.000080,-0.000061,0.000012,0.000047,-0.000096,0.087476,0.010349,0.320237,0.064220,0.018715,0.608058,0.002819,0.196802,2.245353,0.599190,0.362268,0.312733,0.438909,0.290045,0.268776,0.247631,0.251209,0.236464,0.226934,0.202317,0.173454,0.009811,0.011492,0.012411,0.018356,0.014681,0.009239,0.009376,0.001862,0.006553,0.005752,0.005625,0.005858,0.006548,0.095045,0.010369,0.485301,0.066277,0.018919,0.635350,0.003156,0.202205,1.691834,0.536939,0.377634,0.284742,0.371467,0.320749,0.310218,0.248237,0.300015,0.251145,0.271573,0.256042,0.206716,0.012838,0.010350,0.016190,0.023353,0.017346,0.012432,0.010816,0.002171,0.008070,0.008150,0.007553,0.007557,0.007396,not_sick
0.070346,0.012714,3.125607,0.130364,0.148981,0.582566,0.007135,0.112337,-25.049245,1.577113,0.477443,0.458252,0.174445,0.301784,0.060276,0.140134,0.123899,0.106044,0.064127,0.068783,0.036455,0.007011,0.001718,0.057701,0.006815,0.021577,0.004545,0.083212,0.001410,0.003421,0.012740,0.045336,0.002283,0.033152,-0.002207,0.000075,0.002970,-0.002137,-0.000206,-0.019838,0.000030,-0.004879,0.024022,0.006976,0.004493,-0.000462,0.001701,0.001510,0.003291,0.001997,0.001795,-0.001169,0.005117,0.001142,-0.001641,-0.000004,0.000006,0.000417,-0.000002,0.000244,-0.000007,0.002003,-0.000032,-0.000001,0.000182,0.000472,-0.000012,0.000546,0.039921,0.007693,0.125364,0.042998,0.026643,0.335110,0.004452,0.077022,1.071891,0.474541,0.382430,0.378392,0.275613,0.277814,0.224480,0.248443,0.197816,0.264429,0.207068,0.232994,0.191659,0.006575,0.001694,0.035713,0.009458,0.018992,0.004788,0.062143,0.001654,0.003376,0.011848,0.034496,0.002108,0.013734,0.033048,0.006672,0.173802,0.036975,0.026891,0.308170,0.005009,0.073644,0.819377,0.441154,0.383291,0.396643,0.346085,0.261979,0.280886,0.297354,0.237970,0.321967,0.263451,0.279846,0.253076,0.009616,0.001894,0.050852,0.011363,0.023653,0.005789,0.082666,0.002198,0.004217,0.016602,0.043941,0.002544,0.015781,not_sick
0.116221,0.005724,2.965358,0.206644,0.203823,0.881789,0.005414,0.196719,-28.590658,2.041253,0.228832,0.301171,-0.035916,0.152291,-0.038542,0.089988,-0.002036,0.039849,0.025142,0.001985,0.080803,0.017492,0.002697,0.060745,0.010416,0.017778,0.009153,0.072466,0.001185,0.006552,0.009087,0.044920,0.004058,0.032024,-0.000437,-0.000002,-0.003451,-0.000011,0.000400,-0.010262,0.000022,-0.002145,-0.013457,0.009426,-0.002133,-0.002488,0.003218,0.003502,-0.000741,-0.000175,0.002689,-0.001515,-0.002793,0.002256,-0.000053,0.000047,0.000008,-0.000013,0.000030,-0.000028,-0.000025,0.000921,0.000006,-0.000039,0.000150,0.000520,-0.000026,0.000248,0.039920,0.005573,0.403135,0.037925,0.019072,0.448800,0.004844,0.123540,1.606331,0.485568,0.439086,0.222162,0.289884,0.227905,0.240318,0.193560,0.196818,0.156695,0.145791,0.152561,0.155771,0.018096,0.002881,0.041532,0.010179,0.012906,0.011939,0.045398,0.000975,0.008053,0.008930,0.038662,0.004229,0.013915,0.043580,0.006481,0.547707,0.041819,0.019911,0.530787,0.006116,0.142894,1.439839,0.615973,0.523590,0.272603,0.298877,0.255510,0.286729,0.242249,0.232422,0.198035,0.194336,0.188034,0.207086,0.021538,0.004087,0.049418,0.013919,0.017763,0.014263,0.061948,0.001347,0.011277,0.012262,0.042320,0.005515,0.016190,not_sick
0.039238,0.045734,2.990704,0.104471,0.144552,0.278023,0.022561,0.028094,-32.729335,2.432202,0.345058,0.460888,0.317883,0.083531,-0.040368,-0.012127,-0.082398,0.073790,-0.049927,-0.024337,0.049557,0.027979,0.000642,0.035801,0.014639,0.086987,0.004097,0.060400,0.000625,0.001894,0.010290,0.017447,0.001337,0.045214,-0.000515,-0.000013,0.005671,-0.001376,-0.002026,0.001963,-0.000001,-0.000523,-0.241233,-0.024929,0.012726,0.001491,0.001598,0.011287,-0.001370,-0.002218,0.002553,0.006057,0.002243,0.004407,0.001022,-0.000041,-0.000047,-0.000539,-0.000413,0.001431,-0.000096,-0.000117,-0.000010,-0.000024,-0.000033,-0.000033,-0.000022,0.000298,0.059000,0.040896,0.411814,0.092670,0.062883,0.352780,0.050332,0.034904,4.045154,0.737017,0.444805,0.314561,0.266320,0.237202,0.245166,0.215451,0.194613,0.194680,0.180459,0.181760,0.136811,0.045839,0.000826,0.038525,0.014742,0.049104,0.004202,0.065536,0.001032,0.002460,0.012660,0.019897,0.002065,0.018010,0.054499,0.025998,0.625149,0.088993,0.072713,0.364193,0.070041,0.031618,4.044177,0.936406,0.450981,0.349914,0.353553,0.270582,0.290330,0.229981,0.225091,0.240750,0.192081,0.216916,0.210416,0.043893,0.001090,0.038852,0.013426,0.041825,0.004766,0.065123,0.001497,0.003354,0.012923,0.022295,0.003211,0.020724,not_sick
0.033280,0.007219,2.836815,0.144862,0.199489,0.289628,0.011315,0.038730,-27.142393,1.510679,0.334184,0.454113,0.115204,0.288648,-0.132119,0.225949,-0.012838,0.017271,0.015861,0.058274,0.086108,0.004296,0.001622,0.048931,0.003117,0.048888,0.003871,0.178205,0.001011,0.002562,0.003604,0.009038,0.000868,0.055424,0.000177,0.000062,0.013495,-0.000102,-0.000162,-0.002132,0.000027,0.000027,-0.012347,-0.007310,0.017271,-0.004134,-0.004733,0.006761,-0.002016,0.005247,0.001900,-0.000132,0.005349,-0.004155,0.000146,-0.000066,-0.000173,0.000310,-0.000055,0.000467,-0.000040,0.001149,-0.000042,-0.000036,-0.000064,-0.000260,-0.000031,0.000320,0.025704,0.008648,0.321645,0.022770,0.016011,0.253087,0.009208,0.041419,1.074317,0.575692,0.328375,0.287162,0.256742,0.265236,0.319217,0.238482,0.177671,0.173986,0.218266,0.189206,0.157293,0.006222,0.003147,0.043423,0.003832,0.035771,0.004639,0.103508,0.001748,0.004748,0.003648,0.008586,0.000844,0.024816,0.021455,0.010390,0.395141,0.021024,0.017700,0.202610,0.012416,0.037221,1.175176,0.516576,0.320395,0.327830,0.302084,0.267041,0.297980,0.214839,0.235333,0.217799,0.248594,0.248905,0.198708,0.008108,0.004157,0.056324,0.004951,0.044537,0.006138,0.126565,0.002044,0.006220,0.005178,0.010981,0.001027,0.029349,not_sick
0.085195,0.013129,3.048033,0.137302,0.152144,0.680549,0.008098,0.131588,-25.794100,1.089217,-0.288273,-0.493256,-0.367163,-0.129475,-0.093318,-0.043449,-0.157055,-0.142124,-0.130450,-0.036773,-0.008725,0.022094,0.006906,0.021658,0.010850,0.014039,0.014997,0.010599,0.002731,0.005330,0.010045,0.017756,0.011872,0.016471,-0.000191,0.000045,0.002654,0.000021,0.000108,-0.000021,0.000068,-0.000417,0.005223,0.011551,0.017418,-0.013548,-0.004965,0.012258,0.009373,0.006918,-0.002025,-0.006519,-0.002396,0.002197,0.001266,0.000397,-0.000042,-0.000015,-0.000002,0.000019,0.001163,-0.000101,-0.000039,-0.000004,-0.000038,-0.000202,-0.000057,0.000209,0.060042,0.018042,0.347850,0.047762,0.029068,0.513802,0.005865,0.101478,1.829064,0.743730,0.604353,0.528353,0.312156,0.320638,0.350315,0.237100,0.218418,0.259238,0.284919,0.316104,0.315876,0.029111,0.008404,0.024497,0.012740,0.014968,0.023610,0.011129,0.002997,0.005959,0.010250,0.020828,0.012654,0.011188,0.069417,0.018715,0.505230,0.052644,0.034694,0.569193,0.007552,0.118181,1.618286,0.708881,0.485423,0.515208,0.334411,0.260555,0.326944,0.252821,0.241248,0.278055,0.302697,0.334359,0.343922,0.033805,0.010583,0.032706,0.016419,0.019304,0.029569,0.012240,0.003761,0.008015,0.012908,0.024832,0.014000,0.013830,not_sick
0.082130,0.006788,3.166626,0.138270,0.151722,0.729078,0.005046,0.126191,-27.433947,0.883961,-0.467898,-0.124761,-0.277186,0.075217,0.042165,-0.060923,-0.175646,-0.119814,-0.063339,-0.001589,-0.045916,0.014898,0.004927,0.017347,0.011530,0.013372,0.017358,0.014664,0.005217,0.005800,0.008898,0.014134,0.008509,0.011057,0.000421,0.000492,-0.012372,-0.000110,-0.000254,-0.001772,0.000096,0.000282,0.030425,-0.013354,-0.037222,0.003742,0.000991,-0.002281,0.008385,-0.010218,0.005291,0.003283,0.007301,0.002148,0.008508,-0.001370,-0.000010,-0.001174,-0.000032,-0.000025,0.000289,0.000051,0.000039,0.000052,0.000135,0.000262,0.000342,-0.000332,0.031279,0.010533,0.182921,0.031680,0.024572,0.311864,0.003705,0.052647,2.017103,0.595076,0.453165,0.383856,0.235723,0.299361,0.219691,0.235797,0.237470,0.221953,0.270979,0.203228,0.228186,0.015506,0.003920,0.019387,0.010692,0.011066,0.019309,0.013055,0.005772,0.004507,0.007937,0.008866,0.009838,0.007105,0.031260,0.008752,0.250343,0.031809,0.023599,0.321600,0.004129,0.055907,1.375891,0.554406,0.393947,0.373028,0.265679,0.288138,0.261723,0.262533,0.276812,0.272637,0.285252,0.235856,0.256672,0.016883,0.005223,0.022342,0.014771,0.012160,0.024667,0.012406,0.007367,0.006059,0.010772,0.011784,0.011677,0.007476,not_sick
0.175397,0.002533,3.223108,0.187889,0.171736,1.541526,0.001632,0.281665,-25.698526,0.552018,-0.497863,0.136514,-0.122433,-0.019556,-0.001435,0.020356,-0.063320,0.081086,0.000125,0.019884,0.095778,0.005237,0.004749,0.013785,0.006268,0.007222,0.006447,0.017520,0.005048,0.006544,0.005788,0.008741,0.004415,0.005829,-0.000378,0.000009,0.000028,-0.000093,-0.000199,0.001602,0.000015,0.000000,0.013866,-0.004630,0.001923,0.000479,0.000550,-0.000217,-0.001417,0.001888,0.000834,-0.001749,0.001248,0.003570,0.001158,-0.000003,0.000046,0.000106,0.000076,-0.000032,-0.000011,-0.000038,0.000031,-0.000009,-0.000044,0.000047,0.000004,0.000008,0.023151,0.001827,0.144237,0.018496,0.008058,0.234936,0.000403,0.036501,0.624613,0.284542,0.212526,0.200818,0.208168,0.171292,0.196545,0.149304,0.149352,0.158704,0.144548,0.143133,0.165956,0.002891,0.003015,0.008637,0.003763,0.003532,0.004221,0.012874,0.004720,0.005437,0.003329,0.004574,0.002576,0.003531,0.020911,0.002115,0.190256,0.020125,0.009570,0.247908,0.000439,0.045792,0.573946,0.346301,0.230019,0.253636,0.233882,0.219000,0.240970,0.198692,0.203008,0.213228,0.170551,0.191453,0.195459,0.003837,0.003950,0.010886,0.005101,0.005186,0.005763,0.016656,0.006272,0.007086,0.004459,0.006422,0.003946,0.004584,not_sick
0.097169,0.011912,2.946343,0.207959,0.231805,0.638319,0.005627,0.101388,-26.238646,1.294386,1.098857,0.758695,0.181329,0.424030,-0.179145,0.315696,-0.043503,-0.087604,0.069303,-0.102480,0.127519,0.011101,0.001702,0.064774,0.008308,0.025080,0.006359,0.056430,0.000556,0.002119,0.012068,0.040698,0.001135,0.027655,-0.000023,-0.000047,0.002240,0.000313,0.000277,0.002910,0.000017,0.000272,-0.017457,0.006841,-0.006318,0.012133,-0.008734,0.001258,0.002563,0.001069,0.002832,-0.004314,0.002946,-0.001440,0.000116,0.000180,0.000081,0.000724,0.000102,0.000293,-0.000123,0.000007,-0.000006,-0.000005,-0.000021,0.000068,0.000016,0.000171,0.028315,0.015796,0.214753,0.027640,0.015202,0.380041,0.003162,0.062933,0.996901,0.642540,0.361768,0.307671,0.278779,0.284779,0.277782,0.257366,0.251045,0.221071,0.224844,0.203489,0.221368,0.010852,0.002285,0.033624,0.007661,0.019999,0.008094,0.041703,0.000574,0.002416,0.012157,0.032489,0.000905,0.010286,0.032262,0.019794,0.294102,0.033444,0.018517,0.448203,0.003917,0.075537,0.965660,0.725945,0.464898,0.345080,0.343131,0.357627,0.304033,0.307279,0.290346,0.286232,0.273603,0.252562,0.271974,0.013844,0.002937,0.044939,0.009880,0.028178,0.009519,0.051843,0.000709,0.003551,0.016416,0.045543,0.001206,0.011608,not_sick
0.104139,0.010828,3.005415,0.170742,0.179348,0.845962,0.007462,0.178965,-30.291523,1.508505,-0.398178,-0.173139,-0.182815,-0.062399,-0.118670,-0.307734,-0.178126,-0.239857,-0.272798,-0.213872,-0.083343,0.025007,0.004911,0.015539,0.014276,0.016276,0.016215,0.010323,0.003334,0.017947,0.017399,0.019996,0.006368,0.018074,-0.000799,0.000000,0.000243,-0.000454,-0.000005,-0.008796,0.000022,-0.002254,0.008496,-0.002768,0.001641,0.005318,-0.005822,0.011258,-0.002627,-0.005433,-0.002173,0.001704,0.001027,0.002057,0.002039,0.000029,-0.000026,0.000543,0.000326,0.000043,0.000012,-0.000099,0.000004,0.000014,-0.000206,-0.000179,-0.000044,0.000091,0.051410,0.014835,0.334105,0.050343,0.026834,0.547801,0.006100,0.121897,2.698281,0.596727,0.547703,0.367361,0.482322,0.311898,0.338147,0.245453,0.249073,0.274455,0.270513,0.251483,0.256998,0.028151,0.005953,0.013305,0.013814,0.014045,0.022641,0.012996,0.003630,0.024243,0.017595,0.022007,0.006573,0.009778,0.038942,0.018270,0.449501,0.036585,0.028577,0.418795,0.006128,0.092613,1.537679,0.626666,0.450138,0.403739,0.428907,0.338565,0.348255,0.279621,0.325602,0.315360,0.257096,0.308276,0.317915,0.037078,0.007875,0.017799,0.017441,0.017416,0.024678,0.016908,0.004679,0.031798,0.021875,0.024868,0.008778,0.013360,not_sick
0.031344,0.004734,3.139288,0.083951,0.117503,0.429151,0.004560,0.086171,-25.042148,1.344633,0.465388,0.418075,0.281689,0.143642,-0.051977,-0.037811,-0.032524,0.002324,0.007419,0.004122,0.022137,0.016443,0.002249,0.062023,0.014587,0.021753,0.006343,0.085556,0.002065,0.004720,0.009575,0.044535,0.002659,0.030693,0.000138,0.000002,-0.001163,0.000029,0.000010,0.000559,0.000041,0.000102,0.002880,-0.001867,0.000095,0.000909,0.001869,-0.000221,0.000533,-0.000964,0.000463,0.000911,0.001078,0.003693,0.002135,-0.000213,-0.000014,-0.000587,-0.000186,0.000244,0.000020,0.000263,0.000012,0.000052,0.000098,-0.000035,0.000039,-0.000060,0.007832,0.003383,0.084624,0.014741,0.032515,0.084893,0.001429,0.019127,0.388566,0.222964,0.171939,0.135036,0.136701,0.146010,0.144263,0.133223,0.144403,0.151548,0.135332,0.134335,0.116978,0.012304,0.001445,0.033728,0.011688,0.012019,0.004142,0.038574,0.001724,0.003343,0.006581,0.028365,0.001499,0.009092,0.008856,0.003914,0.128191,0.019698,0.044113,0.104301,0.001814,0.024965,0.381529,0.262589,0.250075,0.198155,0.177542,0.196652,0.211614,0.205120,0.198122,0.220639,0.173603,0.175235,0.153453,0.016601,0.002142,0.051477,0.017210,0.017198,0.006374,0.052788,0.002281,0.004058,0.008337,0.038006,0.002210,0.011678,not_sick
0.241894,0.001259,3.033019,0.274877,0.191965,2.117737,0.001337,0.419915,-31.705902,0.650689,-0.160618,0.033032,-0.032479,-0.017937,-0.170873,-0.146071,-0.190025,-0.235166,-0.194880,-0.193926,-0.137050,0.009516,0.003551,0.015538,0.005800,0.005461,0.004997,0.005681,0.002734,0.003743,0.007016,0.010600,0.004377,0.005873,0.000557,-0.000058,0.002735,0.000944,0.000447,0.008655,0.000008,0.000883,-0.096951,-0.003574,0.018267,0.008941,0.007166,-0.000638,0.003214,-0.005661,-0.004426,-0.004768,-0.002855,-0.003877,-0.004835,0.000100,-0.000056,0.000756,0.000107,-0.000011,-0.000136,0.000025,-0.000026,-0.000044,0.000018,-0.000043,-0.000190,0.000189,0.043994,0.003051,0.327550,0.030688,0.017502,0.378470,0.000512,0.076877,2.190730,0.471263,0.481582,0.335274,0.292339,0.177941,0.185404,0.184960,0.173107,0.173139,0.157365,0.146261,0.165731,0.008123,0.002399,0.013720,0.004232,0.003283,0.004166,0.003539,0.002473,0.002767,0.006375,0.009485,0.004065,0.003987,0.036280,0.003662,0.490436,0.026393,0.018816,0.326464,0.000533,0.074712,1.598431,0.475828,0.440747,0.407634,0.287596,0.248878,0.212194,0.219943,0.234575,0.228604,0.197131,0.201487,0.227948,0.012066,0.002945,0.013786,0.006006,0.004269,0.005434,0.004116,0.003048,0.002926,0.008459,0.011968,0.005325,0.004175,not_sick
0.357573,0.002255,3.283357,0.344176,0.217483,2.533867,0.000875,0.605672,-28.350794,0.721039,0.180355,0.514725,0.307782,-0.035541,0.026664,0.231286,-0.127374,-0.051988,0.050497,0.036862,-0.033133,0.004805,0.001812,0.016262,0.003794,0.008512,0.003698,0.013060,0.001351,0.001964,0.003548,0.010204,0.002100,0.006101,0.002613,-0.000787,0.000754,0.001845,0.000424,0.014836,0.000009,0.004719,-0.079065,0.014563,0.001334,0.006141,0.005220,0.001095,0.001982,0.002013,0.007189,-0.004678,0.001074,0.001382,-0.000738,0.000009,0.000009,0.000115,-0.000028,0.000055,-0.000005,-0.000031,-0.000019,0.000016,-0.000002,0.000232,-0.000005,0.000046,0.042981,0.004080,0.038671,0.025750,0.005826,0.162279,0.000141,0.046233,1.065621,0.391224,0.218597,0.186163,0.197067,0.193981,0.196041,0.136807,0.180556,0.195572,0.144989,0.143974,0.140583,0.002731,0.001138,0.009111,0.002620,0.003841,0.002348,0.006753,0.000775,0.000932,0.002046,0.006787,0.001274,0.002288,0.024819,0.002004,0.050479,0.012231,0.005468,0.091189,0.000185,0.024545,0.460189,0.323359,0.263522,0.205138,0.231999,0.222553,0.217789,0.182635,0.229172,0.255600,0.193805,0.202497,0.202283,0.003940,0.001487,0.010623,0.003107,0.005452,0.002999,0.008910,0.001088,0.001396,0.002430,0.008420,0.001858,0.002633,not_sick
0.100903,0.003628,2.894773,0.185438,0.174417,0.904066,0.005556,0.148630,-29.351122,1.293965,0.537833,0.379504,0.510012,-0.132293,0.077900,0.043978,0.165907,0.125278,0.018798,0.116015,0.089710,0.002597,0.000733,0.071660,0.001868,0.018232,0.001376,0.208192,0.000698,0.001528,0.002264,0.015237,0.001308,0.061634,0.000191,-0.000302,-0.001012,0.000138,-0.000016,0.001037,0.000011,0.000209,-0.020191,0.000541,0.002032,0.000607,-0.001552,0.000661,0.000127,-0.003200,0.001343,0.002183,0.000296,0.000254,0.002235,0.000004,-0.000010,-0.000097,0.000041,0.000040,-0.000004,0.000253,-0.000003,0.000012,0.000011,0.000029,0.000013,0.000053,0.048225,0.006343,0.288855,0.022800,0.013573,0.539040,0.003428,0.119964,1.408391,0.523606,0.270339,0.280195,0.307655,0.170703,0.194044,0.167419,0.170899,0.172911,0.142097,0.173666,0.149978,0.002186,0.000750,0.050712,0.001837,0.016008,0.001147,0.100572,0.000782,0.001502,0.001644,0.013889,0.001299,0.025352,0.056622,0.004046,0.400299,0.027509,0.015883,0.604525,0.004409,0.151797,0.831905,0.475728,0.333825,0.322457,0.279729,0.220915,0.261510,0.216205,0.246169,0.216906,0.211195,0.243106,0.193374,0.003082,0.000848,0.065473,0.002537,0.024213,0.001608,0.118520,0.000936,0.002066,0.002059,0.017164,0.001628,0.028517,not_sick
0.049062,0.016036,2.886719,0.107951,0.150071,0.357450,0.010156,0.069510,-27.857981,1.778849,-0.008736,0.245961,-0.255306,0.103089,0.157909,-0.030239,0.110106,0.062110,-0.029121,0.050656,-0.017288,0.014514,0.004574,0.038617,0.013069,0.020345,0.008272,0.031657,0.002332,0.010341,0.020843,0.032548,0.006452,0.019114,-0.000677,-0.000011,0.001609,-0.000642,-0.000171,-0.012551,0.000050,-0.001249,-0.069917,0.006098,-0.012044,0.015092,0.000565,0.007500,-0.007381,0.001501,0.003142,0.002181,0.005533,-0.000874,0.000712,0.000002,-0.000081,0.000198,-0.000053,0.000069,-0.000185,-0.000017,-0.000021,0.000455,0.000324,-0.000039,0.000007,0.000123,0.027606,0.017598,0.394790,0.032593,0.031017,0.338870,0.006642,0.054417,2.070988,0.844220,0.587077,0.385479,0.409531,0.358785,0.341315,0.275061,0.303523,0.246687,0.223014,0.198717,0.177310,0.012917,0.005898,0.028800,0.012711,0.013853,0.007863,0.027245,0.003026,0.009744,0.018656,0.024631,0.005746,0.008111,0.027679,0.021205,0.569163,0.037674,0.040531,0.377872,0.007317,0.060166,1.809484,0.776645,0.665294,0.490719,0.508452,0.437961,0.367077,0.343222,0.360982,0.314654,0.267645,0.246128,0.226031,0.019474,0.008859,0.037371,0.017667,0.019494,0.009989,0.037051,0.004053,0.012893,0.025077,0.034478,0.007517,0.010384,sick
